x y dataNOCovar dataCovar Covariate1 Covariate2
0.574177664006129 0.803970467299223 1.63990640907172 1.3271260161219 1.81798145609603 2.98105167549100
2.64476011833176 0.627562541048974 2.95196486670673 4.21611378878332 -0.0486660242490273 6.1990795497604
1.30182822328061 -0.288465729914606 -1.37818684505510 -2.94734715925526 4.80278254652347 4.16115479530786
2.32554231863469 -0.258674169890583 -3.03932436285815 -3.95444280384056 3.29664860770893 3.66602931436028
2.65042754565366 -0.190986884757876 -4.11170534812586 -2.38832237584358 3.27427181779761 16.8025944059054
1.13798399781808 0.213018453679979 2.59434519754549 1.34544925452719 4.79632762046277 5.74633933606546
1.49225860112347 -0.127799576148391 -1.87101388981223 -2.35129199066308 4.17511569346602 8.0363987294108
2.46799951628782 0.401865474879742 2.87786391713407 2.58209919205928 2.47202418366626 4.70123683379166
1.83777651726268 0.113319698255509 2.84076413930682 0.759045914562007 3.34333067368248 -2.05026443951788
0.401224647415802 -0.166792026720941 -1.64277374678963 -0.468455601523019 2.05228494684013 11.0023030934333
0.795242294901982 0.866466063074768 1.67381503170278 1.90542786106496 1.11494196448332 3.94541905801917
2.55559110059403 0.751865033060312 3.77694697936745 4.99199740207434 2.80557891734652 13.0891994069007
1.97215176862665 0.682384586427361 2.92515218463241 3.95755905874151 3.79238455851501 14.6429957668330
2.82120120571926 -0.795009527355433 -3.32165715331339 -4.00196595895127 4.25998985916048 7.24843061971183
0.135742188198492 -0.357403145637363 -1.00837332325975 -3.66450794574442 3.90927588712191 -3.50748339461860
-0.134442133363336 -0.312048961874098 -1.13750320386789 -0.0346291614882734 1.55567363399472 9.40355429688491
2.65258046542294 0.821155730169266 2.85564955925274 1.84705159093522 1.70997348746685 -0.768056122920489
2.97731847479008 -0.419890016783029 -3.74274614908099 -2.33008086971915 2.53070513666322 13.3900892384673
3.25910143065266 -0.298886106349528 -3.83301900179302 -3.23955937650221 1.23579420215440 6.05678363184006
1.17446271446534 0.262875225394964 1.60746273990565 0.51668843885635 3.37998669675174 2.99609523663287
1.38450576900505 0.253542248159647 2.58634424485685 2.56264643436784 3.8183842955395 9.42747168640372
-0.279449334135279 -0.777561946306378 -0.172057314793288 2.79993288070045 0.763604555696131 16.7689623667090
2.84234532597475 -0.343997975811362 -3.72061856174798 -3.9337783710809 3.20733700781487 6.95254347287259
3.34871174045838 0.438584651332349 3.60980829040043 6.2682443156842 0.119322905660144 13.5904873905692
-0.0943986363708973 -0.476794091053307 -0.272843999157665 -2.06940727299206 4.16532243925786 1.43048972897268
-0.267988872015849 0.839956698007882 1.77857107628002 2.08231134345397 3.19601937498679 9.50874977333676
-0.589406760642305 -0.626535896677524 -0.186025861491932 0.638605919018845 -0.0462757398081248 4.00746955303357
-0.5795781200286 -0.176734167151153 -0.721891622468325 -0.563199918968841 3.71207370956136 10.0736427914008
2.86110382154584 -0.559383590705693 -2.97541686127805 -3.33893995652026 1.77127739006585 2.61057799895362
2.71222250745632 -0.184931758791208 -3.7020972557664 -2.62014662777898 3.98024565954755 15.360367288806
-0.453178003896028 -0.305479099974036 -0.372910523512611 -0.523373569111242 1.95511120864712 4.13546279362465
