"xTriang" "yTriang"
12.5329224132086 45.4640776655128
12.31005 45.4478841752086
12.30335 45.4516525256256
12.2925 45.4577550035399
12.3062 45.448795317601
12.3444 45.44725
12.3735 45.426
12.2925 45.4567398097192
12.3068415027558 45.2989765500837
12.3495395832821 45.3798013428402
12.319825 45.332
12.327781185196 45.3297868528471
12.3036893886751 45.2881862400919
12.301459998726 45.275843313822
12.3010468664766 45.2577642577728
12.3045848367368 45.2801303078202
12.3024307651563 45.2701594147795
12.3001533329087 45.261947771274
12.3078589154914 45.2908102954338
12.3334725415026 45.3677931956534
12.311485 45.3375454545455
12.314455 45.3331818181818
12.3133 45.3358295454546
12.3134480271666 45.3455994782116
12.3419803645314 45.3694863517641
12.3468491511232 45.3873346090478
12.2975 45.453840360041
12.34875 45.431775
12.2975 45.4549428017361
12.2854565 45.4617165522209
12.27125 45.21625
12.2825 45.22675
12.038809311327 45.1979207986567
12.1625095418554 45.2727765202526
12.0587106419794 45.325728245655
12.3034638386262 45.5642507392755
12.3726945252477 45.5833459811937
12.6315911878721 45.696200252484
12.6918125343119 45.8058782391518
12.28772825 45.4604388283313
12.7951342673295 45.8343973058629
12.300479999363 45.265421656911
12.281457375 45.4631433168198
12.1447082948487 45.2736026635657
12.288779625 45.4588972177385
12.9990872896585 45.7645742906643
12.29125 45.4574646721388
12.29375 45.4560149472996
12.8901210561202 45.6002486713941
12.3414 45.44465
12.29125 45.4584580539909
12.311725 45.4469420876043
12.301675 45.4525946132299
12.3031 45.4505929764014
12.3093 45.4469976588005
12.3426 45.445375
12.37675 45.4265
12.29375 45.4570519530889
12.2998266664543 45.258473885637
12.3021722490547 45.2678439651625
12.318555 45.3305
12.32709375 45.332
12.3006134332383 45.2538821288864
12.3011333322717 45.272369428185
12.3017866651804 45.279317199459
12.3026892812579 45.2724748643964
12.3014802997149 45.2616463866591
12.3147 45.3339147727273
12.3119 45.3377443181818
12.3107425 45.3386363636364
12.3151975 45.3320909090909
12.3122275 45.3364545454546
12.3107240135833 45.3427997391058
12.29875 45.4542397512851
12.29875 45.4531154976215
12.29625 45.455645852187
12.29625 45.4545652224606
12.28318475 45.4629942761105
12.2973944697733 45.5597403470857
12.3613472626239 45.5866729905969
12.6858227130377 45.8006768101791
12.286338875 45.4603125840989
12.288864125 45.4597999663866
12.8848493123784 45.5981481549424
12.30155 45.4514918058017
12.31085 45.4460988294002
12.3417 45.4444375
12.3154 45.3329573863636
12.3012966654989 45.2741063710035
12.2996633332272 45.2567369428185
12.3006433325902 45.2671585997295
12.3179625 45.332
12.3008301498574 45.2558231933296
12.2999167979403 45.2519353092625
12.3009699990445 45.2706324853665
12.314 45.3348721590909
12.3037663170482 45.2774603109168
12.3028185393087 45.2736325892049
12.3012635830957 45.259705322216
12.3137125 45.3342727272727
12.31037125 45.3391818181818
12.3112 45.3387017045455
12.3126 45.3367869318182
12.3093620067917 45.3413998695529
12.282048875 45.4636331380552
12.3670208939358 45.5850094858953
12.6828278024006 45.7980760956928
12.286592375 45.4610776902761
12.31482625 45.3326363636364
12.3012149988853 45.2732378995942
12.2997083989702 45.2534676546312
12.3003967166191 45.2519410644432
12.2999899996815 45.2602108284555
12.31408375 45.3337272727273
12.31085 45.3391803977273
12.31111375 45.3380909090909
12.3698577095918 45.5841777335445
12.3005050749287 45.2529115966648
12.31155 45.3382230113636
12.2998125984552 45.2527014819469
12.8261123232769 45.6689065140925
12.9195790886098 45.7028259300553
12.1884188704815 45.1567388728948
12.6778364668402 45.6398764148327
12.624035209433 45.6134125338333
12.7359761015273 45.6046381051386
12.8934568457061 45.7450878253481
12.1386443397246 45.1337334612266
12.2204519602379 45.4958362831826
12.7773611333222 45.7257235445673
12.9763183178976 45.689549527632
12.8824664248009 45.659355816565
12.7935300572757 45.6192609552725
12.7643619259954 45.6692901838431
12.7314418347919 45.7584901378862
